wd;ws
52;0
52;0
53;0,8
53;2,6
53;0,7
53;0
53;0,6
53;2,5
53;0
53;1,5
53;0,4
53;1,1
53;1,8
53;0
53;0,3
53;0
53;0
53;0
53;0
53;0
53;0,5
53;0,2
53;1,1
53;0
53;0,9
53;0
53;0
53;2,1
53;2,8
53;2,1
53;2,4
53;0,2
53;0,6
53;0
53;0
53;0
53;0
53;0
53;0
53;0,1
53;0
53;0
54;1,6
54;1,2
54;1,6
54;3,1
54;1,4
54;1,1
54;1,5
54;0,3
54;0,3
54;1,4
54;0
54;0,1
54;0
54;0,8
54;0
54;0
54;0
54;0
54;0
54;0
54;0
54;0
54;0,1
54;2,1
54;3
54;0
54;0
54;2,6
54;2,4
54;2,8
54;2,2
54;2,5
54;2,5
54;0
54;1,5
54;0,2
54;0,7
54;0
54;0,2
54;0
54;0
54;0
55;2,3
55;1,9
55;0,6
55;1,1
55;0,9
55;0,8
55;2,4
55;1,8
55;1,4
55;1,4
55;0,8
55;1,2
55;0,1
55;0
55;0
55;0,3
55;2,9
55;2,1
55;3,1
55;2,4
55;1,7
55;1,5
55;1,2
55;2,4
55;0,9
55;1,5
55;0
55;0
55;0,1
55;0
55;0
55;0
55;0
55;0,1
55;0
55;1,2
55;0
55;0
56;2,1
56;1,7
56;0,9
56;1,5
56;2
56;0,5
56;1,7
56;1,9
56;1,7
56;1
56;1,5
56;3,4
56;1,9
56;0
56;0,6
56;0
56;2,1
56;2
56;0
56;0
56;0
56;0,2
56;1,4
56;1,3
56;3,1
56;2,7
56;0
56;0,3
56;1,7
56;2,2
56;0,9
56;0,9
56;2,8
56;2,2
56;1,8
56;0
56;0
56;0
56;0
56;0
56;0,3
56;0,2
56;0
56;0
56;0
56;0,2
56;0
56;0
57;0,3
57;0,8
57;1,8
57;0,7
57;1,7
57;1,9
57;3,1
57;0,6
57;1,8
57;0,4
57;0
57;0
57;0
57;1,8
57;1,7
57;0
57;2,5
57;0,2
57;1,5
57;1
57;2,2
57;1,1
57;0
57;0,1
57;0
57;0
57;1,6
57;1,6
57;2,8
57;1,7
57;2,2
57;2,8
57;0,2
57;0
57;1,4
57;2,8
57;2,2
57;0,5
57;0
57;1,6
57;1,5
57;0,5
57;0,4
57;0
57;0,7
57;0,9
57;1,3
57;0
57;0,4
57;0
58;1,6
58;2,5
58;2,2
58;1,6
58;1,6
58;0,6
58;0,8
58;2
58;0,9
58;3,7
58;0
58;2,1
58;2,1
58;2
58;0,6
58;1,3
58;0
58;1,7
58;0
58;1,7
58;0,8
58;2,8
58;0,7
58;0,4
58;1,9
58;1,2
58;2,5
58;2,1
58;2,9
58;1,7
58;2,3
58;1,7
58;1,5
58;0
58;0
58;0
58;0,1
58;0
59;1,9
59;0,1
59;2,5
59;2,2
59;0,1
59;0,7
59;2,5
59;3,7
59;0,2
59;1,2
59;2,2
59;1,8
59;3,2
59;2,6
59;0,8
59;0
59;2,2
59;1,1
59;0
59;1,3
59;1
59;3,4
59;0
59;0,8
59;2,8
59;0,5
59;0
59;1,7
59;1,2
59;1,8
59;0
59;2,7
59;2,9
59;0
59;2,2
59;1,3
59;0,1
59;0,1
59;0,5
59;0
59;0
59;0,1
60;2,1
60;1,3
60;0
60;2,5
60;1,8
60;1,9
60;0
60;2,1
60;0,9
60;0
60;0,9
60;0
60;1,2
60;1,7
60;2,2
60;0
60;0
60;0
60;0
60;1,8
60;1,9
60;2,2
60;1,4
60;1,5
60;3
60;3,6
60;2,5
60;0,3
60;0
60;1,7
60;0,8
60;2,2
60;1,4
60;2,2
60;0,1
60;0
60;0
60;0
60;0
61;3,6
61;1
61;2
61;1,2
61;1,2
61;2,6
61;3,6
61;2,8
61;2,6
61;1,5
61;1,2
61;1,2
61;1,4
61;0
61;1,7
61;0
61;0,1
61;1,2
61;2,5
61;0
61;1,3
61;3,9
61;2,2
61;0,6
61;0
61;1,3
61;1,8
61;0,1
61;2,5
61;0
61;3,5
61;0,8
61;2,3
61;1,9
61;3
61;2,3
61;1,6
61;3
61;1,6
61;1,6
61;0
61;0
61;0,1
61;0
61;0
61;0,2
61;1,1
61;0
62;1,8
62;1,1
62;0,8
62;3
62;3,5
62;0,2
62;1,5
62;0,6
62;2,7
62;0,6
62;0
62;1,5
62;0
62;0
62;0,2
62;0,1
62;1,2
62;0
62;0
62;2,1
62;0
62;0
62;1,8
62;0
62;1,6
62;2
62;2,4
62;2,4
62;0
62;2,2
62;0,3
62;1,3
62;1,1
62;2,6
62;0
62;0
62;1,5
62;0
62;2,7
62;0
62;0
62;0
62;0
62;0
62;0,6
62;0
62;0,4
63;1,7
63;1
63;1,8
63;2,4
63;1,4
63;0,5
63;1,9
63;3,7
63;0,7
63;0
63;1,6
63;1
63;0
63;1,3
63;2,7
63;1,1
63;0,1
63;2,8
63;0,5
63;0,2
63;3
63;0
63;0
63;0,6
63;0
63;1,7
63;1,8
63;2,8
63;1,9
63;2,1
63;1,9
63;0
63;1
63;2,6
63;2,7
63;1,6
63;3,8
63;0
63;0
63;0
63;0,5
63;0,8
63;0
63;0,4
63;0
63;0
64;0,5
64;0,6
64;0
64;0,8
64;1,2
64;0,6
64;0,9
64;1,3
64;0,6
64;0
64;0,9
64;2,3
64;3,3
64;2
64;0,4
64;1,5
64;0
64;1,2
64;0,4
64;0,2
64;0,5
64;1,4
64;1
64;0,3
64;2,1
64;0,5
64;0
64;0
64;0,5
64;0,8
64;0
64;0,1
64;3,2
64;0,4
64;1,1
64;2,7
64;1,6
64;2,2
64;1,7
64;0
64;0,7
64;1,9
64;0
64;0,8
64;0
64;0
64;0
64;0
64;0,3
65;2,8
65;2,1
65;1,9
65;0
65;2,2
65;1,9
65;2,2
65;4,6
65;1,8
65;1,4
65;0,6
65;1
65;1,7
65;2,2
65;1,7
65;2
65;1,5
65;0
65;0
65;1,9
65;0
65;0
65;2,9
65;3,3
65;0,3
65;2,3
65;0
65;0,8
65;0
65;0
65;0
65;0
65;3,2
65;2,2
65;2,3
65;0,1
65;1,2
65;0
65;0
65;0
65;0
65;0
65;0
65;0
65;0
65;0,2
66;1,4
66;1,3
66;2,6
66;0,5
66;1,1
66;0
66;1,1
66;2,1
66;0
66;3,8
66;0,3
66;0
66;0,1
66;0
66;2,9
66;0,9
66;1,8
66;1,9
66;3
66;0
66;0
66;0
66;0,2
66;2,7
66;0,4
66;4,2
66;1
66;1,7
66;2,5
66;1,7
66;0
66;3,7
66;2,1
66;0,2
66;1,3
66;2,2
66;2,3
66;2,6
66;2,5
66;2,8
66;2,7
66;0
66;0
66;1,8
66;2,4
66;0
66;0
66;0
66;0
67;0,7
67;0,8
67;1,1
67;0
67;1,6
67;2,9
67;4,6
67;1,8
67;1,6
67;0
67;2,3
67;1,4
67;0,6
67;1,1
67;0
67;2,5
67;0
67;2,9
67;1,2
67;0
67;0
67;2,5
67;1,5
67;3,2
67;3,6
67;3
67;0,9
67;3,2
67;4,9
67;2,7
67;3,1
67;1,7
67;1,7
67;1,9
67;2,8
67;2,4
67;0
67;1,2
67;0,4
67;3
67;3,3
67;0
67;0,3
67;0,1
67;1,4
67;0
68;2,2
68;1,6
68;3,7
68;1,5
68;1,6
68;0,1
68;1,7
68;2,3
68;3,1
68;1,9
68;1,7
68;1,8
68;0,7
68;1,2
68;2
68;0,2
68;0
68;0,4
68;1,1
68;0
68;1,7
68;2,1
68;0
68;0
68;0,3
68;0
68;0
68;2,6
68;0
68;0,7
68;1,1
68;2,8
68;0
68;1,7
68;2,6
68;2,7
68;2,5
68;1,7
68;2,2
68;1,7
68;0
68;1,1
68;1,5
68;0
68;1,2
68;0,7
68;0,5
68;0
68;0
68;0
68;0
68;0,5
68;0
68;0
68;0
69;3,3
69;0,5
69;3,1
69;0,1
69;3,3
69;4,6
69;0
69;2
69;2,4
69;1
69;0
69;0,1
69;0
69;1,4
69;1
69;3,1
69;1,5
69;0
69;2,9
69;3,2
69;1,3
69;2,5
69;1,3
69;3
69;2,4
69;1,8
69;0,4
69;2,4
69;0,8
69;2,9
69;1,6
69;0,2
69;0
69;0
69;0,4
69;0,4
69;0
70;2,8
70;0,8
70;1,7
70;1,7
70;0
70;1,6
70;0
70;2,3
70;0
70;0,7
70;1,2
70;2,2
70;0
70;0
70;1,6
70;0
70;0
70;0,2
70;1,2
70;3,8
70;0,1
70;0,9
70;1,7
70;1,9
70;1,3
70;2,7
70;0
70;0
70;0
70;0,6
71;3
71;3,4
71;0
71;1,4
71;0,2
71;0
71;0,9
71;0
71;1,2
71;0
71;3,5
71;0
71;1,1
71;0,1
71;0
71;1,4
71;0,9
71;1,8
71;0
71;0,9
71;1
71;0
71;1,3
71;2
71;1,5
71;2,3
71;2,6
71;2,9
71;1,2
71;0,6
71;3
71;0
71;0
71;1,6
71;0,1
71;0
71;2,4
71;1,6
71;0
71;1
72;0,4
72;3,4
72;2,7
72;2,5
72;1
72;1,5
72;0,5
72;1,9
72;0,2
72;2,8
72;2,3
72;2,9
72;3,3
72;1,9
72;1,2
72;1,8
72;0,7
72;0
72;2,3
72;1,8
72;1,6
72;2,1
72;3,4
72;3
72;3
72;2,1
72;0
72;3,6
72;2,3
72;3,1
72;2,1
72;0
72;0
72;0
72;0
72;2
72;0
72;0
72;0
72;0
72;0
72;0,4
72;0,7
72;0,9
72;0,6
72;0
72;0,1
73;2,9
73;0,1
73;1,6
73;0,4
73;1
73;0,3
73;1,8
73;3
73;1
73;1,8
73;1,2
73;0
73;0
73;2,2
73;0
73;1,3
73;1,8
73;0
73;1
73;0,1
73;2,3
73;0,5
73;3,3
73;1
73;1,3
73;1,9
73;0
73;1,7
73;2,5
73;0
73;2,4
73;0
73;0
73;2,4
73;0
73;1,9
73;0,4
73;0,1
73;0,3
73;0
73;0
73;0
73;0
74;1
74;1,7
74;0,8
74;3,1
74;1,4
74;3,4
74;2,3
74;3
74;1,7
74;1,6
74;0
74;1,4
74;1,7
74;0,5
74;0
74;2,8
74;0,7
74;0,9
74;0
74;1,6
74;0,5
74;0,1
74;1,6
74;0
74;1,9
74;2,9
74;0
74;2,2
74;0,5
74;0
74;2,7
74;2,9
74;2,4
74;1,9
74;0
74;1,7
74;1,5
74;2,2
74;0,3
74;3,7
74;0,3
74;0,5
74;0
74;1,2
74;0,2
74;1,4
74;0,6
74;0
75;0,9
75;0,9
75;2,6
75;0,7
75;0,8
75;0
75;0
75;0,7
75;0,6
75;0
75;2,6
75;1,1
75;1,2
75;2,4
75;1,9
75;2,5
75;1,1
75;1,2
75;0,3
75;0,5
75;1,1
75;0,5
75;0,3
75;0
75;2,2
75;0,3
75;1,8
75;0
75;0
75;0,6
75;4,2
75;0,8
75;0
75;0,9
75;1,6
75;2,5
75;2,2
75;2,6
75;2,5
75;2,2
75;0,3
75;0,4
75;0
75;0
75;0
75;0
75;0
75;0
75;0
75;0
75;0,4
75;0
75;1,1
75;0
75;0
75;0
76;2
76;1,7
76;1
76;2,3
76;0,5
76;3,1
76;1,8
76;3
76;0,6
76;1,6
76;1,6
76;1,7
76;0
76;0
76;2
76;0
76;3,2
76;0
76;2,1
76;0
76;0,2
76;2,4
76;2,1
76;2
76;3,4
76;0
76;1,6
76;2
76;0
76;3,1
76;0
76;3,2
76;0,5
76;0
76;0
76;0
76;1,2
76;0
76;0
76;0,6
76;2,5
76;0
76;0
76;0
77;2,6
77;2
77;1,7
77;2,2
77;2,8
77;1,2
77;2,1
77;0
77;1,8
77;0
77;1
77;3,1
77;0,2
77;3,5
77;4,2
77;0,6
77;0
77;2
77;1,7
77;3,1
77;1,4
77;0
77;0
77;2,5
77;1,3
77;3,6
77;0,6
77;1,4
77;0
77;0,1
77;3,5
77;0
77;0
77;1,7
77;0,6
77;0,2
77;0
77;2,7
77;0
77;2,4
77;0
77;2,7
77;2,1
77;2,2
77;1
77;2,1
77;2,2
77;0
77;1,9
77;0
77;0
77;1,6
77;1,4
77;1,5
77;0,1
77;0,8
77;0
77;0,6
77;0,1
77;0,4
77;0,2
77;0
78;2
78;2,6
78;2,7
78;2,8
78;1,3
78;1,7
78;0,8
78;1,2
78;3,6
78;0,2
78;1,8
78;0,5
78;3,2
78;0
78;1,2
78;3,1
78;2,7
78;0,5
78;1
78;1,8
78;2,5
78;1
78;0,5
78;2,3
78;3,5
78;0,8
